cid,iupac_name,pubchem_inchikey,rdkit_inchikey,canonical_smiles,isomeric_smiles,formula,pubchem_molecular_weight,rdkit_molecular_weight,exact_mass,charge,heavy_atom_count,isotope_atom_count,covalent_unit_count,elements,xlogp,tpsa,h_bond_donor_count,h_bond_acceptor_count,rotatable_bond_count,source
92,3-ethenyl-6-[hydroxy-(6-methoxyquinolin-4-yl)methyl]-1-azabicyclo[2.2.2]octan-3-ol,BSRUJCFCZKMFMB-UHFFFAOYSA-N,BSRUJCFCZKMFMB-UHFFFAOYSA-N,C=CC1(O)CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,,C20H24N2O3,340.4,340.423,340.17869263,0,25,0,1,C;H;N;O,1.8,65.8,2,5,4,PubChem
93,3-oxohexanedioic acid,RTGHRDFWYQHVFW-UHFFFAOYSA-N,RTGHRDFWYQHVFW-UHFFFAOYSA-N,O=C(O)CCC(=O)CC(=O)O,,C6H8O5,160.12,160.125,160.03717335,0,11,0,1,C;H;O,-0.9,91.7,2,5,5,PubChem
95,"2,4,5,6-tetrahydroxy-3-oxohexanoic acid",WTAHRPBPWHCMHW-UHFFFAOYSA-N,WTAHRPBPWHCMHW-UHFFFAOYSA-N,O=C(O)C(O)C(=O)C(O)C(O)CO,,C6H10O7,194.14,194.139,194.04265265,0,13,0,1,C;H;O,-2.8,135,5,7,5,PubChem
96,3-oxobutanoic acid,WDJHALXBUFZDSR-UHFFFAOYSA-N,WDJHALXBUFZDSR-UHFFFAOYSA-N,CC(=O)CC(=O)O,,C4H6O3,102.09,102.089,102.031694049,0,7,0,1,C;H;O,-0.4,54.4,1,3,2,PubChem
97,"3,5-dihydroxy-2-(hydroxymethyl)-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-4-one",HKKHTABTHSUDBP-UHFFFAOYSA-N,HKKHTABTHSUDBP-UHFFFAOYSA-N,O=C1C(O)C(CO)OC(OC2C(CO)OC(O)C(O)C2O)C1O,,C12H20O11,340.28,340.281,340.10056145,0,23,0,1,C;H;O,-4.3,186,7,11,4,PubChem
98,2-oxo-3-sulfanylpropanoic acid,OJOLFAIGOXZBCI-UHFFFAOYSA-N,OJOLFAIGOXZBCI-UHFFFAOYSA-N,O=C(O)C(=O)CS,,C3H4O3S,120.13,120.129,119.98811516,0,7,0,1,C;H;O;S,0,55.4,2,4,2,PubChem
100,"4-hydroxy-3-(3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl)benzoic acid",UTIBHEBNILDQKX-UHFFFAOYSA-N,UTIBHEBNILDQKX-UHFFFAOYSA-N,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1cc(C(=O)O)ccc1O,,C47H70O3,683.1,683.074,682.53249609,0,50,0,1,C;H;O,16,57.5,2,3,24,PubChem
101,3-hydroxybenzaldehyde,IAVREABSGIHHMO-UHFFFAOYSA-N,IAVREABSGIHHMO-UHFFFAOYSA-N,O=Cc1cccc(O)c1,,C7H6O2,122.12,122.123,122.036779430,0,9,0,1,C;H;O,1.4,37.3,1,2,1,PubChem
102,3-(hydroxymethyl)phenol,OKVJCVWFVRATSG-UHFFFAOYSA-N,OKVJCVWFVRATSG-UHFFFAOYSA-N,OCc1cccc(O)c1,,C7H8O2,124.14,124.139,124.052429494,0,9,0,1,C;H;O,0.5,40.5,2,2,1,PubChem
104,2-(2-oxo-3H-furan-5-yl)acetic acid,ZPEHSARSWGDCEX-UHFFFAOYSA-N,ZPEHSARSWGDCEX-UHFFFAOYSA-N,O=C(O)CC1=CCC(=O)O1,,C6H6O4,142.11,142.11,142.02660867,0,10,0,1,C;H;O,-0.3,63.6,1,4,2,PubChem
105,2-oxo-3-phosphonooxypropanoic acid,LFLUCDOSQPJJBE-UHFFFAOYSA-N,LFLUCDOSQPJJBE-UHFFFAOYSA-N,O=C(O)C(=O)COP(=O)(O)O,,C3H5O7P,184.04,184.04,183.97728949,0,11,0,1,C;H;O;P,-2.1,121,3,7,4,PubChem
106,2-amino-3-phosphonooxypropanoic acid,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,BZQFBWGGLXLEPQ-UHFFFAOYSA-N,NC(COP(=O)(O)O)C(=O)O,,C3H8NO6P,185.07,185.072,185.00892397,0,11,0,1,C;H;N;O;P,-5.1,130,4,7,4,PubChem
107,3-phenylpropanoic acid,XMIIGOLPHOKFCH-UHFFFAOYSA-N,XMIIGOLPHOKFCH-UHFFFAOYSA-N,O=C(O)CCc1ccccc1,,C9H10O2,150.17,150.177,150.068079557,0,11,0,1,C;H;O,1.8,37.3,1,2,3,PubChem
108,2-pyridin-3-ylacetic acid,WGNUNYPERJMVRM-UHFFFAOYSA-N,WGNUNYPERJMVRM-UHFFFAOYSA-N,O=C(O)Cc1cccnc1,,C7H7NO2,137.14,137.138,137.047678466,0,10,0,1,C;H;N;O,-0.1,50.2,1,3,2,PubChem
109,2-amino-3-sulfinopropanoic acid,ADVPTQAUNPRNPO-UHFFFAOYSA-N,ADVPTQAUNPRNPO-UHFFFAOYSA-N,NC(CS(=O)O)C(=O)O,,C3H7NO4S,153.16,153.159,153.00957888,0,9,0,1,C;H;N;O;S,-4.2,120,3,6,3,PubChem
110,2-oxo-3-sulfinopropanoic acid,JXYLQEMXCAAMOL-UHFFFAOYSA-N,JXYLQEMXCAAMOL-UHFFFAOYSA-N,O=C(O)C(=O)CS(=O)O,,C3H4O5S,152.13,152.127,151.97794440,0,9,0,1,C;H;O;S,-1,111,2,6,3,PubChem
111,3-(carbamoylamino)propanoic acid,JSJWCHRYRHKBBW-UHFFFAOYSA-N,JSJWCHRYRHKBBW-UHFFFAOYSA-N,NC(=O)NCCC(=O)O,,C4H8N2O3,132.12,132.119,132.05349212,0,9,0,1,C;H;N;O,-1.5,92.4,3,3,3,PubChem
112,3-hydroxy-2-oxo-4-phosphonooxybutanoate,MZJFVXDTNBHTKZ-UHFFFAOYSA-M,MZJFVXDTNBHTKZ-UHFFFAOYSA-M,O=C([O-])C(=O)C(O)COP(=O)(O)O,,C4H6O8P-,213.06,213.058,212.98002914,-1,13,0,1,C;H;O;P,-2.1,144,3,8,4,PubChem
113,3-hydroxy-2-oxo-4-phosphonooxybutanoic acid,MZJFVXDTNBHTKZ-UHFFFAOYSA-N,MZJFVXDTNBHTKZ-UHFFFAOYSA-N,O=C(O)C(=O)C(O)COP(=O)(O)O,,C4H7O8P,214.07,214.066,213.98785418,0,13,0,1,C;H;O;P,-2.7,141,4,8,5,PubChem
114,4-pyridin-3-ylbutanoic acid,MFYZACBRKCFXDV-UHFFFAOYSA-N,MFYZACBRKCFXDV-UHFFFAOYSA-N,O=C(O)CCCc1cccnc1,,C9H11NO2,165.19,165.192,165.078978594,0,12,0,1,C;H;N;O,0.6,50.2,1,3,4,PubChem
115,"(5-amino-3,4-dihydroxyoxan-2-yl) dihydrogen phosphate",MOHUMCNVKJYHHR-UHFFFAOYSA-N,MOHUMCNVKJYHHR-UHFFFAOYSA-N,NC1COC(OP(=O)(O)O)C(O)C1O,,C5H12NO7P,229.13,229.125,229.03513872,0,14,0,1,C;H;N;O;P,-6.2,142,5,8,2,PubChem
116,"4-amino-3-(1-carboxyethenoxy)cyclohexa-1,5-diene-1-carboxylic acid",OIUJHGOLFKDBSU-UHFFFAOYSA-N,OIUJHGOLFKDBSU-UHFFFAOYSA-N,C=C(OC1C=C(C(=O)O)C=CC1N)C(=O)O,,C10H11NO5,225.20,225.2,225.06372245,0,16,0,1,C;H;N;O,-2.3,110,3,6,4,PubChem
117,4-amino-1H-imidazole-5-carboxylic acid,PWCLNQLPYQVWAB-UHFFFAOYSA-N,PWCLNQLPYQVWAB-UHFFFAOYSA-N,Nc1nc[nH]c1C(=O)O,,C4H5N3O2,127.10,127.103,127.038176411,0,9,0,1,C;H;N;O,0.1,92,3,4,1,PubChem
118,4-aminobutanal,DZQLQEYLEYWJIB-UHFFFAOYSA-N,DZQLQEYLEYWJIB-UHFFFAOYSA-N,NCCCC=O,,C4H9NO,87.12,87.122,87.068413911,0,6,0,1,C;H;N;O,-0.9,43.1,1,2,3,PubChem
119,4-aminobutanoic acid,BTCSSZJGUNDROE-UHFFFAOYSA-N,BTCSSZJGUNDROE-UHFFFAOYSA-N,NCCCC(=O)O,,C4H9NO2,103.12,103.121,103.063328530,0,7,0,1,C;H;N;O,-3.2,63.3,2,3,3,PubChem
120,2-(5-oxofuran-2-ylidene)acetic acid,AYFXPGXAZMFWNH-UHFFFAOYSA-N,AYFXPGXAZMFWNH-UHFFFAOYSA-N,O=C(O)C=C1C=CC(=O)O1,,C6H4O4,140.09,140.094,140.01095860,0,10,0,1,C;H;O,0,63.6,1,4,1,PubChem
121,"[[5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] (2,3,4-trihydroxy-3-methylbutyl) hydrogen phosphate",YFAUKWZNPVBCFF-UHFFFAOYSA-N,YFAUKWZNPVBCFF-UHFFFAOYSA-N,CC(O)(CO)C(O)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,,C14H25N3O14P2,521.31,521.309,521.08117648,0,33,0,1,C;H;N;O;P,-5.7,271,8,14,11,PubChem
122,"4,6-dioxooct-2-enedioic acid",GACSIVHAIFQKTC-UHFFFAOYSA-N,GACSIVHAIFQKTC-UHFFFAOYSA-N,O=C(O)C=CC(=O)CC(=O)CC(=O)O,,C8H8O6,200.14,200.146,200.03208797,0,14,0,1,C;H;O,-0.7,109,2,6,6,PubChem
123,4-(diaminomethylideneamino)butanamide,YHVFECVVGNXFKO-UHFFFAOYSA-N,YHVFECVVGNXFKO-UHFFFAOYSA-N,NC(=O)CCCN=C(N)N,,C5H12N4O,144.18,144.178,144.10111102,0,10,0,1,C;H;N;O,-2.1,107,3,2,4,PubChem
124,4-hydroxy-2-oxopentanoic acid,HFKQINMYQUXOCH-UHFFFAOYSA-N,HFKQINMYQUXOCH-UHFFFAOYSA-N,CC(O)CC(=O)C(=O)O,,C5H8O4,132.11,132.115,132.04225873,0,9,0,1,C;H;O,-0.6,74.6,2,4,3,PubChem
125,4-(hydroxymethyl)phenol,BVJSUAQZOZWCKN-UHFFFAOYSA-N,BVJSUAQZOZWCKN-UHFFFAOYSA-N,OCc1ccc(O)cc1,,C7H8O2,124.14,124.139,124.052429494,0,9,0,1,C;H;O,0.2,40.5,2,2,1,PubChem
126,4-hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,RGHHSNMVTDWUBI-UHFFFAOYSA-N,O=Cc1ccc(O)cc1,,C7H6O2,122.12,122.123,122.036779430,0,9,0,1,C;H;O,1.4,37.3,1,2,1,PubChem
127,2-(4-hydroxyphenyl)acetic acid,XQXPVVBIMDBYFF-UHFFFAOYSA-N,XQXPVVBIMDBYFF-UHFFFAOYSA-N,O=C(O)Cc1ccc(O)cc1,,C8H8O3,152.15,152.149,152.047344113,0,11,0,1,C;H;O,0.8,57.5,2,3,2,PubChem
128,"3-(5-oxo-1,4-dihydroimidazol-4-yl)propanoic acid",HEXMLHKQVUFYME-UHFFFAOYSA-N,HEXMLHKQVUFYME-UHFFFAOYSA-N,O=C(O)CCC1N=CNC1=O,,C6H8N2O3,156.14,156.141,156.05349212,0,11,0,1,C;H;N;O,-0.9,78.8,2,4,3,PubChem
129,4-methylpentanal,JGEGJYXHCFUMJF-UHFFFAOYSA-N,JGEGJYXHCFUMJF-UHFFFAOYSA-N,CC(C)CCC=O,,C6H12O,100.16,100.161,100.088815002,0,7,0,1,C;H;O,1.3,17.1,0,1,3,PubChem
130,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylic acid",RQMCNDRMPZBEOD-UHFFFAOYSA-N,RQMCNDRMPZBEOD-UHFFFAOYSA-N,O=C(O)CC(O)(CC(=O)C(=O)O)C(=O)O,,C7H8O8,220.13,220.133,220.02191721,0,15,0,1,C;H;O,-1.8,149,4,8,6,PubChem
131,"3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoic acid",XHFVGHPGDLDEQO-UHFFFAOYSA-N,XHFVGHPGDLDEQO-UHFFFAOYSA-N,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)O,,C9H18NO8P,299.21,299.216,299.07700353,0,19,0,1,C;H;N;O;P,-2.2,153,5,8,8,PubChem
132,"2-[3-[(2-hydroxy-3,3-dimethyl-4-phosphonooxybutanoyl)amino]propanoylamino]-3-sulfanylpropanoic acid",XQYALQVLCNHCFT-UHFFFAOYSA-N,XQYALQVLCNHCFT-UHFFFAOYSA-N,CC(C)(COP(=O)(O)O)C(O)C(=O)NCCC(=O)NC(CS)C(=O)O,,C12H23N2O9PS,402.36,402.362,402.08618849,0,25,0,1,C;H;N;O;P;S,-2.5,183,7,10,11,PubChem
133,trimethyl(4-oxobutyl)azanium,OITBLCDWXSXNCN-UHFFFAOYSA-N,OITBLCDWXSXNCN-UHFFFAOYSA-N,C[N+](C)(C)CCCC=O,,C7H16NO+,130.21,130.211,130.123189134,1,9,0,1,C;H;N;O,0.1,17.1,0,1,4,PubChem
134,3-carboxypropyl(trimethyl)azanium,JHPNVNIEXXLNTR-UHFFFAOYSA-O,JHPNVNIEXXLNTR-UHFFFAOYSA-O,C[N+](C)(C)CCCC(=O)O,,C7H16NO2+,146.21,146.21,146.118103753,1,10,0,1,C;H;N;O,0.1,37.3,1,2,4,PubChem
135,4-hydroxybenzoic acid,FJKROLUGYXJWQN-UHFFFAOYSA-N,FJKROLUGYXJWQN-UHFFFAOYSA-N,O=C(O)c1ccc(O)cc1,,C7H6O3,138.12,138.122,138.031694049,0,10,0,1,C;H;O,1.6,57.5,2,3,1,PubChem
137,5-amino-4-oxopentanoic acid,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,ZGXJTSGNIOSYLO-UHFFFAOYSA-N,NCC(=O)CCC(=O)O,,C5H9NO3,131.13,131.131,131.058243149,0,9,0,1,C;H;N;O,-3.8,80.4,2,4,4,PubChem
138,5-aminopentanoic acid,JJMDCOVWQOJGCB-UHFFFAOYSA-N,JJMDCOVWQOJGCB-UHFFFAOYSA-N,NCCCCC(=O)O,,C5H11NO2,117.15,117.148,117.078978594,0,8,0,1,C;H;N;O,-2.6,63.3,2,3,4,PubChem
139,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol",RIVQQZVHIVNQFH-UHFFFAOYSA-N,RIVQQZVHIVNQFH-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,C27H48O3,420.7,420.678,420.36034539,0,30,0,1,C;H;O,6.7,60.7,3,3,5,PubChem
140,"17-(7-hydroxy-6-methylheptan-2-yl)-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthrene-3,7,12-triol",XJZGNVBLVFOSKJ-UHFFFAOYSA-N,XJZGNVBLVFOSKJ-UHFFFAOYSA-N,CC(CO)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,C27H48O4,436.7,436.677,436.35526001,0,31,0,1,C;H;O,5.3,80.9,4,4,6,PubChem
141,"(3,4-dihydroxy-5-oxooxan-2-yl) [[5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] hydrogen phosphate",URJZIQLTPCJVMW-UHFFFAOYSA-N,URJZIQLTPCJVMW-UHFFFAOYSA-N,O=C1COC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)C(O)C1O,,C14H20N2O16P2,534.26,534.26,534.02880655,0,34,0,1,C;H;N;O;P,-6.1,268,7,16,8,PubChem
142,"2-(6-aminopurin-9-yl)-5-methyloxolane-3,4-diol",XGYIMTFOTBMPFP-UHFFFAOYSA-N,XGYIMTFOTBMPFP-UHFFFAOYSA-N,CC1OC(n2cnc3c(N)ncnc32)C(O)C1O,,C10H13N5O3,251.24,251.246,251.10183929,0,18,0,1,C;H;N;O,-0.6,119,3,7,1,PubChem
144,2-amino-3-(5-hydroxy-1H-indol-3-yl)propanoic acid,LDCYZAJDBXYCGN-UHFFFAOYSA-N,LDCYZAJDBXYCGN-UHFFFAOYSA-N,NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,,C11H12N2O3,220.22,220.228,220.08479225,0,16,0,1,C;H;N;O,-1.2,99.3,4,4,3,PubChem
145,"2,3-dihydroxy-5-oxohexanedioic acid",QUURPCHWPQNNGL-UHFFFAOYSA-N,QUURPCHWPQNNGL-UHFFFAOYSA-N,O=C(O)C(=O)CC(O)C(O)C(=O)O,,C6H8O7,192.12,192.123,192.02700259,0,13,0,1,C;H;O,-2.1,132,4,7,5,PubChem
149,"2-(6-aminopurin-9-yl)-5-(methylsulfanylmethyl)oxolane-3,4-diol",WUUGFSXJNOTRMR-UHFFFAOYSA-N,WUUGFSXJNOTRMR-UHFFFAOYSA-N,CSCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,,C11H15N5O3S,297.34,297.34,297.08956053,0,20,0,1,C;H;N;O;S,-0.3,145,3,8,3,PubChem
150,"(5-amino-3,4-dihydroxyoxolan-2-yl)methyl dihydrogen phosphate",SKCBPEVYGOQGJN-UHFFFAOYSA-N,SKCBPEVYGOQGJN-UHFFFAOYSA-N,NC1OC(COP(=O)(O)O)C(O)C1O,,C5H12NO7P,229.13,229.125,229.03513872,0,14,0,1,C;H;N;O;P,-6.2,142,5,8,3,PubChem
151,"[5-[(2-formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",VDXLUNDMVKSKHO-UHFFFAOYSA-N,VDXLUNDMVKSKHO-UHFFFAOYSA-N,O=CNCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O,,C8H15N2O9P,314.19,314.187,314.05151706,0,20,0,1,C;H;N;O;P,-4.3,175,6,9,6,PubChem
152,"[5-[(2-aminoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",OBQMLSFOUZUIOB-UHFFFAOYSA-N,OBQMLSFOUZUIOB-UHFFFAOYSA-N,NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O,,C7H15N2O8P,286.18,286.177,286.05660244,0,18,0,1,C;H;N;O;P,-6.8,172,6,9,5,PubChem
153,"[5-(5-aminoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",PDACUKOKVHBVHJ-UHFFFAOYSA-N,PDACUKOKVHBVHJ-UHFFFAOYSA-N,Nc1cncn1C1OC(COP(=O)(O)O)C(O)C1O,,C8H14N3O7P,295.19,295.188,295.05693679,0,19,0,1,C;H;N;O;P,-3.6,160,5,9,4,PubChem
154,"[5-[(1-amino-2-formamidoethylidene)amino]-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",PMCOGCVKOAOZQM-UHFFFAOYSA-N,PMCOGCVKOAOZQM-UHFFFAOYSA-N,NC(CNC=O)=NC1OC(COP(=O)(O)O)C(O)C1O,,C8H16N3O8P,313.20,313.203,313.06750147,0,20,0,1,C;H;N;O;P,-4.6,184,6,9,6,PubChem
155,4-(carbamoylamino)-1H-imidazole-5-carboxylic acid,PQSKWIHIUOGLHX-UHFFFAOYSA-N,PQSKWIHIUOGLHX-UHFFFAOYSA-N,NC(=O)Nc1nc[nH]c1C(=O)O,,C5H6N4O3,170.13,170.128,170.04399007,0,12,0,1,C;H;N;O,-0.6,121,4,4,2,PubChem
156,"5,6,7,8-tetrahydropteridine",IDAICLIJTRXNER-UHFFFAOYSA-N,IDAICLIJTRXNER-UHFFFAOYSA-N,c1ncc2c(n1)NCCN2,,C6H8N4,136.15,136.158,136.074896272,0,10,0,1,C;H;N,0.3,49.8,2,4,0,PubChem
157,"2,3,4,6-tetrahydroxy-5-oxohexanoic acid",IZSRJDGCGRAUAR-UHFFFAOYSA-N,IZSRJDGCGRAUAR-UHFFFAOYSA-N,O=C(O)C(O)C(O)C(O)C(=O)CO,,C6H10O7,194.14,194.139,194.04265265,0,13,0,1,C;H;O,-3,135,5,7,5,PubChem
158,7-[3-hydroxy-2-(3-hydroxyoct-1-enyl)-5-oxocyclopentyl]hept-5-enoic acid,XEYBRNLFEZDVAW-UHFFFAOYSA-N,XEYBRNLFEZDVAW-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC(=O)C1CC=CCCCC(=O)O,,C20H32O5,352.5,352.471,352.22497412,0,25,0,1,C;H;O,2.8,94.8,3,5,12,PubChem
159,"5-[5-hydroxy-4-(3-hydroxyoct-1-enyl)-3,3a,4,5,6,6a-hexahydrocyclopenta[b]furan-2-ylidene]pentanoic acid",KAQKFAOMNZTLHT-UHFFFAOYSA-N,KAQKFAOMNZTLHT-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,,C20H32O5,352.5,352.471,352.22497412,0,25,0,1,C;H;O,2.9,87,3,5,10,PubChem
160,"7-[3,5-dihydroxy-2-(3-hydroxyoct-1-enyl)cyclopentyl]hept-5-enoic acid",PXGPLTODNUVGFL-UHFFFAOYSA-N,PXGPLTODNUVGFL-UHFFFAOYSA-N,CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,,C20H34O5,354.5,354.487,354.24062418,0,25,0,1,C;H;O,2.7,98,4,5,12,PubChem
161,"[[3-(2-amino-4-oxo-4a,7,8,8a-tetrahydro-3H-pteridin-6-yl)-2,3-dihydroxypropoxy]-hydroxyphosphoryl] phosphono hydrogen phosphate",NTKATOSHVDZIIF-UHFFFAOYSA-N,NTKATOSHVDZIIF-UHFFFAOYSA-N,NC1=NC2NCC(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)=NC2C(=O)N1,,C9H18N5O13P3,497.19,497.187,497.01139664,0,30,0,1,C;H;N;O;P,-9.6,292,9,16,9,PubChem
162,"6-amino-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",NGHVIOIJCVXTGV-UHFFFAOYSA-N,NGHVIOIJCVXTGV-UHFFFAOYSA-N,CC1(C)SC2C(N)C(=O)N2C1C(=O)O,,C8H12N2O3S,216.26,216.262,216.05686342,0,14,0,1,C;H;N;O;S,-2.1,109,2,5,1,PubChem
164,2-amino-6-diazo-5-oxohexanoic acid,YCWQAMGASJSUIP-UHFFFAOYSA-N,YCWQAMGASJSUIP-UHFFFAOYSA-N,[N-]=[N+]=CC(=O)CCC(N)C(=O)O,,C6H9N3O3,171.15,171.156,171.06439116,0,12,0,1,C;H;N;O,-3.5,82.4,2,5,5,PubChem
165,"5-amino-2,6-dihydroxy-6-oxohex-1-ene-1-diazonium",MKZFABOMIIHLIT-UHFFFAOYSA-O,MKZFABOMIIHLIT-UHFFFAOYSA-O,N#[N+]C=C(O)CCC(N)C(=O)O,,C6H10N3O3+,172.16,172.164,172.07221619,1,12,0,1,C;H;N;O,-2.2,112,3,5,4,PubChem
166,"1-(2-amino-4-oxo-4a,5,6,7,8,8a-hexahydro-3H-pteridin-6-yl)propane-1,2-dione",UTKFFKGIGIRCRY-UHFFFAOYSA-N,UTKFFKGIGIRCRY-UHFFFAOYSA-N,CC(=O)C(=O)C1CNC2N=C(N)NC(=O)C2N1,,C9H13N5O3,239.23,239.235,239.10183929,0,17,0,1,C;H;N;O,-3,126,4,6,2,PubChem
167,"6,7-dihydropteridine",KVDQMARGGBLIJM-UHFFFAOYSA-N,KVDQMARGGBLIJM-UHFFFAOYSA-N,c1ncc2c(n1)=NCCN=2,,C6H6N4,134.14,134.142,134.059246208,0,10,0,1,C;H;N,-0.9,49.4,0,2,0,PubChem
168,"[3,4,5-trihydroxy-6-[4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-2-yl]methyl dihydrogen phosphate",ITPHOIFCAFNCLL-UHFFFAOYSA-N,ITPHOIFCAFNCLL-UHFFFAOYSA-N,O=P(O)(O)OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,,C12H23O14P,422.28,422.276,422.08254240,0,27,0,1,C;H;O;P,-6.4,236,9,14,6,PubChem
169,"5,12-dihydroxyicosa-6,8,10,14-tetraenoic acid",VNYSSYRCGWBHLG-UHFFFAOYSA-N,VNYSSYRCGWBHLG-UHFFFAOYSA-N,CCCCCC=CCC(O)C=CC=CC=CC(O)CCCC(=O)O,,C20H32O4,336.5,336.472,336.23005950,0,24,0,1,C;H;O,4.1,77.8,3,4,14,PubChem
172,"10,13-dimethyl-17-(6-methylheptan-2-yl)-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",UCTLRSWJYQTBFZ-UHFFFAOYSA-N,UCTLRSWJYQTBFZ-UHFFFAOYSA-N,CC(C)CCCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,,C27H44O,384.6,384.648,384.339216023,0,28,0,1,C;H;O,8,20.2,1,1,5,PubChem
173,8-amino-7-oxononanoic acid,GUAHPAJOXVYFON-UHFFFAOYSA-N,GUAHPAJOXVYFON-UHFFFAOYSA-N,CC(N)C(=O)CCCCCC(=O)O,,C9H17NO3,187.24,187.239,187.12084340,0,13,0,1,C;H;N;O,-2.2,80.4,2,4,7,PubChem
174,"ethane-1,2-diol",LYCAIKOWRPUZTN-UHFFFAOYSA-N,LYCAIKOWRPUZTN-UHFFFAOYSA-N,OCCO,,C2H6O2,62.07,62.068,62.036779430,0,4,0,1,C;H;O,-1.4,40.5,2,2,1,PubChem
175,acetate,QTBSBXVTEAMEQO-UHFFFAOYSA-M,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-],,C2H3O2-,59.04,59.044,59.013304334,-1,4,0,1,C;H;O,0.4,40.1,0,2,0,PubChem
176,acetic acid,QTBSBXVTEAMEQO-UHFFFAOYSA-N,QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(=O)O,,C2H4O2,60.05,60.052,60.021129366,0,4,0,1,C;H;O,-0.2,37.3,1,2,0,PubChem
177,acetaldehyde,IKHGUXGNUITLKF-UHFFFAOYSA-N,IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O,,C2H4O,44.05,44.053,44.026214747,0,3,0,1,C;H;O,-0.3,17.1,0,1,0,PubChem
178,acetamide,DLFVBJFMPXGRIB-UHFFFAOYSA-N,DLFVBJFMPXGRIB-UHFFFAOYSA-N,CC(N)=O,,C2H5NO,59.07,59.068,59.037113783,0,4,0,1,C;H;N;O,-0.9,43.1,1,1,0,PubChem
179,3-hydroxybutan-2-one,ROWKJAVDOGWPAT-UHFFFAOYSA-N,ROWKJAVDOGWPAT-UHFFFAOYSA-N,CC(=O)C(C)O,,C4H8O2,88.11,88.106,88.052429494,0,6,0,1,C;H;O,-0.3,37.3,1,2,1,PubChem
180,propan-2-one,CSCPPACGZOOCGX-UHFFFAOYSA-N,CSCPPACGZOOCGX-UHFFFAOYSA-N,CC(C)=O,,C3H6O,58.08,58.08,58.041864811,0,4,0,1,C;H;O,-0.1,17.1,0,1,0,PubChem
